time_ms,voltage_V,Rs_ohm,temp_C,humidity_pct,pressure_hPa
3882697,0.5548,80120.5,24.88,48.50,994.13
3884697,0.5558,79968.5,24.88,48.49,994.16
3886697,0.5565,79847.3,24.88,48.50,994.17
3888697,0.5561,79907.8,24.88,48.51,994.14
3890697,0.5561,79907.8,24.88,48.54,994.14
3892697,0.5565,79847.3,24.88,48.55,994.15
3894697,0.5569,79786.8,24.88,48.55,994.14
3896697,0.5569,79786.8,24.88,48.55,994.14
3898697,0.5573,79726.3,24.88,48.55,994.14
3900697,0.5571,79756.5,24.88,48.55,994.13
3902697,0.5571,79756.5,24.88,48.55,994.16
3904697,0.5576,79666.0,24.88,48.56,994.15
3906697,0.5565,79847.3,24.88,48.66,994.15
3908697,0.5571,79756.5,24.88,48.58,994.15
3910697,0.5558,79968.5,24.87,48.58,994.13
3912697,0.5571,79756.5,24.88,48.50,994.14
3914697,0.5559,79938.2,24.88,48.56,994.14
3916697,0.5567,79817.0,24.88,48.55,994.12
3918697,0.5558,79968.5,24.88,48.54,994.14
3920697,0.5559,79938.2,24.88,48.54,994.15
3922697,0.5563,79877.5,24.88,48.54,994.15
3924697,0.5558,79968.5,24.88,48.53,994.15
3926697,0.5563,79877.5,24.88,48.54,994.14
3928697,0.5558,79968.5,24.88,48.54,994.20
3930697,0.5558,79968.5,24.88,48.51,994.14
3932697,0.5558,79968.5,24.88,48.49,994.16
3934697,0.5571,79756.5,24.88,48.50,994.14
3936697,0.5558,79968.5,24.89,48.49,994.16
3938697,0.5571,79756.5,24.88,48.50,994.14
3940697,0.5558,79968.5,24.88,48.53,994.11
3942697,0.5571,79756.5,24.88,48.50,994.11
3944697,0.5563,79877.5,24.89,48.49,994.16
3946697,0.5563,79877.5,24.89,48.47,994.14
3948697,0.5573,79726.3,24.89,48.47,994.15
3950697,0.5567,79817.0,24.89,48.38,994.11
3952697,0.5563,79877.5,24.88,48.50,994.13
3954697,0.5567,79817.0,24.88,48.51,994.18
3956697,0.5563,79877.5,24.88,48.51,994.11
3958697,0.5563,79877.5,24.89,48.49,994.14
3960697,0.5563,79877.5,24.89,48.50,994.12
3962697,0.5563,79877.5,24.89,48.49,994.11
3964697,0.5561,79907.8,24.89,48.51,994.14
3966697,0.5558,79968.5,24.89,48.53,994.13
3968697,0.5558,79968.5,24.89,48.53,994.14
3970697,0.5554,80029.3,24.88,48.53,994.12
3972697,0.5559,79938.2,24.89,48.53,994.12
3974697,0.5559,79938.2,24.88,48.55,994.14
3976697,0.5544,80181.5,24.89,48.55,994.14
3978697,0.5554,80029.3,24.89,48.55,994.12
3980697,0.5544,80181.5,24.88,48.53,994.10
3982697,0.5544,80181.5,24.88,48.54,994.11
3984697,0.5548,80120.5,24.88,48.53,994.13
3986697,0.5554,80029.3,24.88,48.53,994.12
3988697,0.5554,80029.3,24.88,48.54,994.15
3990697,0.5567,79817.0,24.88,48.56,994.11
3992697,0.5554,80029.3,24.88,48.56,994.12
3994697,0.5558,79968.5,24.88,48.46,994.10
3996697,0.5559,79938.2,24.88,48.57,994.08
3998697,0.5563,79877.5,24.89,48.58,994.12
4000697,0.5565,79847.3,24.89,48.58,994.15
4002697,0.5573,79726.3,24.89,48.57,994.14
4004697,0.5567,79817.0,24.88,48.59,994.14
4006697,0.5576,79666.0,24.88,48.63,994.15
4008697,0.5563,79877.5,24.88,48.63,994.14
4010697,0.5569,79786.8,24.88,48.62,994.13
4012697,0.5569,79786.8,24.88,48.62,994.11
4014697,0.5563,79877.5,24.88,48.61,994.11
4016697,0.5563,79877.5,24.88,48.56,994.11
4018697,0.5563,79877.5,24.88,48.57,994.11
4020697,0.5563,79877.5,24.88,48.55,994.11
4022697,0.5554,80029.3,24.88,48.57,994.10
4024697,0.5546,80151.0,24.89,48.55,994.13
4026697,0.5544,80181.5,24.88,48.57,994.13
4028697,0.5544,80181.5,24.89,48.57,994.13
4030697,0.5548,80120.5,24.88,48.57,994.11
4032697,0.5543,80212.0,24.89,48.73,994.13
4034697,0.5541,80242.5,24.89,48.61,994.12
4036697,0.5541,80242.5,24.89,48.61,994.15
4038697,0.5550,80090.1,24.88,48.46,994.10
4040697,0.5554,80029.3,24.88,48.61,994.13
4042697,0.5544,80181.5,24.88,48.61,994.13
4044697,0.5537,80303.6,24.88,48.62,994.14
4046697,0.5543,80212.0,24.88,48.63,994.13
4048697,0.5554,80029.3,24.89,48.65,994.13
4050697,0.5554,80029.3,24.88,48.65,994.09
4052697,0.5556,79998.9,24.88,48.64,994.11
4054697,0.5554,80029.3,24.89,48.62,994.11
4056697,0.5554,80029.3,24.88,48.59,994.13
4058697,0.5559,79938.2,24.88,48.57,994.09
4060697,0.5543,80212.0,24.88,48.56,994.12
4062697,0.5544,80181.5,24.89,48.55,994.12
4064697,0.5550,80090.1,24.88,48.56,994.14
4066697,0.5548,80120.5,24.89,48.59,994.11
4068697,0.5537,80303.6,24.88,48.60,994.12
4070697,0.5546,80151.0,24.88,48.59,994.08
4072697,0.5554,80029.3,24.88,48.59,994.10
4074697,0.5543,80212.0,24.88,48.57,994.12
4076697,0.5558,79968.5,24.88,48.55,994.10
4078697,0.5554,80029.3,24.88,48.57,994.14
4080697,0.5554,80029.3,24.88,48.58,994.12
4082697,0.5559,79938.2,24.89,48.77,994.14
4084697,0.5571,79756.5,24.88,48.57,994.16
4086697,0.5569,79786.8,24.89,48.61,994.13
4088697,0.5567,79817.0,24.88,48.64,994.13
4090697,0.5563,79877.5,24.89,48.59,994.14
4092697,0.5558,79968.5,24.89,48.58,994.12
4094697,0.5565,79847.3,24.88,48.64,994.15
4096697,0.5573,79726.3,24.89,48.61,994.14
4098697,0.5567,79817.0,24.88,48.63,994.12
4100697,0.5574,79696.2,24.88,48.65,994.12
4102697,0.5565,79847.3,24.88,48.65,994.12
4104697,0.5567,79817.0,24.88,48.65,994.14
4106697,0.5563,79877.5,24.88,48.65,994.17
4108697,0.5563,79877.5,24.88,48.66,994.13
4110697,0.5565,79847.3,24.88,48.65,994.12
4112697,0.5563,79877.5,24.88,48.64,994.14
4114697,0.5565,79847.3,24.89,48.64,994.14
4116697,0.5571,79756.5,24.89,48.63,994.15
4118697,0.5565,79847.3,24.89,48.62,994.13
4120697,0.5567,79817.0,24.88,48.62,994.12
4122697,0.5567,79817.0,24.88,48.62,994.14
4124697,0.5571,79756.5,24.88,48.63,994.15
4126697,0.5571,79756.5,24.88,48.56,994.11
4128697,0.5571,79756.5,24.88,48.63,994.11
4130697,0.5571,79756.5,24.88,48.60,994.12
4132697,0.5569,79786.8,24.88,48.58,994.13
4134697,0.5559,79938.2,24.88,48.58,994.10
4136697,0.5559,79938.2,24.88,48.58,994.13
4138697,0.5563,79877.5,24.88,48.58,994.11
4140697,0.5558,79968.5,24.88,48.58,994.13
4142697,0.5558,79968.5,24.88,48.59,994.14
4144697,0.5563,79877.5,24.88,48.60,994.14
4146697,0.5563,79877.5,24.88,48.60,994.10
4148697,0.5558,79968.5,24.88,48.59,994.11
4150697,0.5554,80029.3,24.88,48.58,994.13
4152697,0.5558,79968.5,24.88,48.58,994.14
4154697,0.5550,80090.1,24.88,48.57,994.16
4156697,0.5548,80120.5,24.88,48.56,994.16
4158697,0.5544,80181.5,24.88,48.56,994.11
4160697,0.5546,80151.0,24.88,48.58,994.13
4162697,0.5550,80090.1,24.88,48.59,994.13
4164697,0.5543,80212.0,24.88,48.74,994.12
4166697,0.5550,80090.1,24.88,48.63,994.12
4168697,0.5541,80242.5,24.88,48.63,994.14
4170697,0.5550,80090.1,24.88,48.74,994.12
4172697,0.5548,80120.5,24.88,48.62,994.13
4174697,0.5552,80059.7,24.88,48.63,994.13
4176697,0.5548,80120.5,24.88,48.65,994.14
4178697,0.5548,80120.5,24.88,48.65,994.14
4180697,0.5541,80242.5,24.89,48.65,994.13
4182697,0.5541,80242.5,24.88,48.65,994.13
4184697,0.5548,80120.5,24.88,48.65,994.14
4186697,0.5546,80151.0,24.88,48.63,994.14
4188697,0.5541,80242.5,24.88,48.64,994.12
4190697,0.5550,80090.1,24.88,48.62,994.17
4192697,0.5550,80090.1,24.88,48.62,994.13
4194697,0.5548,80120.5,24.88,48.60,994.15
4196697,0.5554,80029.3,24.88,48.59,994.11
4198697,0.5558,79968.5,24.88,48.59,994.16
4200697,0.5565,79847.3,24.88,48.58,994.10
4202697,0.5565,79847.3,24.88,48.69,994.12
4204697,0.5565,79847.3,24.88,48.58,994.13
4206697,0.5565,79847.3,24.88,48.63,994.13
4208697,0.5567,79817.0,24.88,48.64,994.10
4210697,0.5563,79877.5,24.88,48.65,994.12
4212697,0.5563,79877.5,24.88,48.66,994.13
4214697,0.5558,79968.5,24.88,48.65,994.13
4216697,0.5554,80029.3,24.88,48.66,994.09
4218697,0.5558,79968.5,24.88,48.66,994.13
4220697,0.5563,79877.5,24.88,48.66,994.13
4222697,0.5563,79877.5,24.88,48.65,994.11
4224697,0.5567,79817.0,24.88,48.64,994.13
4226697,0.5563,79877.5,24.88,48.64,994.11
4228697,0.5565,79847.3,24.88,48.62,994.11
4230697,0.5567,79817.0,24.88,48.63,994.12
4232697,0.5569,79786.8,24.87,48.66,994.12
4234697,0.5571,79756.5,24.88,48.69,994.12
4236697,0.5573,79726.3,24.88,48.70,994.13
4238697,0.5567,79817.0,24.88,48.70,994.14
4240697,0.5563,79877.5,24.88,48.68,994.14
4242697,0.5563,79877.5,24.88,48.71,994.10
4244697,0.5558,79968.5,24.88,48.71,994.14
4246697,0.5558,79968.5,24.88,48.58,994.17
4248697,0.5558,79968.5,24.88,48.71,994.17
4250697,0.5567,79817.0,24.88,48.72,994.14
4252697,0.5559,79938.2,24.88,48.70,994.14
4254697,0.5559,79938.2,24.88,48.68,994.13
4256697,0.5563,79877.5,24.88,48.65,994.13
4258697,0.5543,80212.0,24.88,48.62,994.12
4260697,0.5550,80090.1,24.88,48.63,994.13
4262697,0.5543,80212.0,24.88,48.68,994.13
4264697,0.5548,80120.5,24.88,48.71,994.15
4266697,0.5558,79968.5,24.88,48.72,994.13
4268697,0.5550,80090.1,24.88,48.75,994.16
4270697,0.5550,80090.1,24.88,48.74,994.15
4272697,0.5541,80242.5,24.88,48.71,994.12
4274697,0.5550,80090.1,24.88,48.68,994.14
4276697,0.5546,80151.0,24.88,48.68,994.11
4278697,0.5541,80242.5,24.88,48.58,994.15
4280697,0.5546,80151.0,24.88,48.67,994.13
4282697,0.5544,80181.5,24.88,48.64,994.13
4284697,0.5546,80151.0,24.88,48.56,994.15
4286697,0.5548,80120.5,24.88,48.61,994.13
4288697,0.5554,80029.3,24.88,48.61,994.11
4290697,0.5548,80120.5,24.88,48.61,994.14
4292697,0.5550,80090.1,24.88,48.61,994.14
4294697,0.5543,80212.0,24.88,48.59,994.17
4296697,0.5554,80029.3,24.89,48.58,994.16
4298697,0.5548,80120.5,24.88,48.61,994.16
4300697,0.5550,80090.1,24.89,48.61,994.14
4302697,0.5544,80181.5,24.88,48.63,994.18
4304697,0.5554,80029.3,24.88,48.63,994.13
4306697,0.5548,80120.5,24.88,48.64,994.16
4308697,0.5550,80090.1,24.88,48.64,994.13
4310697,0.5552,80059.7,24.89,48.61,994.14
4312697,0.5552,80059.7,24.89,48.59,994.16
4314697,0.5548,80120.5,24.88,48.59,994.16
4316697,0.5548,80120.5,24.89,48.61,994.13
4318697,0.5548,80120.5,24.88,48.62,994.15
4320697,0.5548,80120.5,24.88,48.64,994.14
4322697,0.5563,79877.5,24.89,48.55,994.13
4324697,0.5554,80029.3,24.88,48.69,994.18
4326697,0.5546,80151.0,24.89,48.71,994.13
4328697,0.5550,80090.1,24.88,48.75,994.15
4330697,0.5546,80151.0,24.89,48.70,994.18
4332697,0.5552,80059.7,24.89,48.70,994.18
4334697,0.5552,80059.7,24.88,48.72,994.15
4336697,0.5544,80181.5,24.88,48.69,994.15
4338697,0.5556,79998.9,24.88,48.67,994.15
4340697,0.5548,80120.5,24.88,48.69,994.10
4342697,0.5546,80151.0,24.89,48.69,994.17
4344697,0.5550,80090.1,24.88,48.69,994.14
4346697,0.5552,80059.7,24.88,48.68,994.10
4348697,0.5561,79907.8,24.88,48.72,994.15
4350697,0.5552,80059.7,24.89,48.74,994.12
4352697,0.5558,79968.5,24.88,48.73,994.13
4354697,0.5559,79938.2,24.88,48.70,994.13
4356697,0.5558,79968.5,24.88,48.65,994.15
4358697,0.5554,80029.3,24.89,48.63,994.15
4360697,0.5563,79877.5,24.89,48.62,994.14
4362697,0.5559,79938.2,24.89,48.63,994.15
4364697,0.5546,80151.0,24.88,48.63,994.15
4366697,0.5554,80029.3,24.89,48.64,994.15
4368697,0.5563,79877.5,24.89,48.67,994.18
4370697,0.5561,79907.8,24.89,48.64,994.14
4372697,0.5563,79877.5,24.89,48.54,994.15
4374697,0.5561,79907.8,24.89,48.65,994.13
4376697,0.5563,79877.5,24.89,48.65,994.14
4378697,0.5574,79696.2,24.89,48.70,994.14
4380697,0.5565,79847.3,24.89,48.71,994.18
4382697,0.5565,79847.3,24.89,48.72,994.14
4384697,0.5571,79756.5,24.89,48.71,994.18
4386697,0.5563,79877.5,24.89,48.69,994.15
4388697,0.5573,79726.3,24.89,48.72,994.14
4390697,0.5569,79786.8,24.89,48.71,994.15
4392697,0.5565,79847.3,24.89,48.71,994.16
4394697,0.5571,79756.5,24.89,48.71,994.13
4396697,0.5563,79877.5,24.89,48.70,994.11
4398697,0.5574,79696.2,24.89,48.69,994.16
4400697,0.5565,79847.3,24.89,48.70,994.16
4402697,0.5574,79696.2,24.89,48.70,994.14
4404697,0.5567,79817.0,24.89,48.72,994.17
4406697,0.5567,79817.0,24.89,48.72,994.14
4408697,0.5567,79817.0,24.89,48.73,994.12
4410697,0.5565,79847.3,24.89,48.80,994.16
4412697,0.5563,79877.5,24.89,48.74,994.17
4414697,0.5563,79877.5,24.89,48.74,994.17
4416697,0.5563,79877.5,24.89,48.86,994.14
4418697,0.5554,80029.3,24.89,48.72,994.18
4420697,0.5561,79907.8,24.89,48.71,994.15
4422697,0.5558,79968.5,24.89,48.67,994.16
4424697,0.5546,80151.0,24.89,48.64,994.18
4426697,0.5554,80029.3,24.89,48.64,994.14
4428697,0.5550,80090.1,24.89,48.67,994.16
4430697,0.5546,80151.0,24.89,48.65,994.15
4432697,0.5546,80151.0,24.90,48.67,994.18
4434697,0.5552,80059.7,24.89,48.70,994.16
4436697,0.5543,80212.0,24.89,48.71,994.14
4438697,0.5544,80181.5,24.89,48.72,994.12
4440697,0.5554,80029.3,24.89,48.73,994.15
4442697,0.5544,80181.5,24.89,48.73,994.13
4444697,0.5544,80181.5,24.90,48.73,994.16
4446697,0.5543,80212.0,24.89,48.75,994.16
4448697,0.5548,80120.5,24.89,48.77,994.14
4450697,0.5541,80242.5,24.89,48.78,994.14
4452697,0.5550,80090.1,24.89,48.73,994.13
4454697,0.5543,80212.0,24.89,48.62,994.14
4456697,0.5541,80242.5,24.89,48.71,994.15
4458697,0.5544,80181.5,24.89,48.69,994.17
4460697,0.5558,79968.5,24.89,48.63,994.15
4462697,0.5546,80151.0,24.89,48.71,994.15
4464697,0.5558,79968.5,24.89,48.72,994.13
4466697,0.5541,80242.5,24.89,48.69,994.13
4468697,0.5541,80242.5,24.89,48.67,994.15
4470697,0.5544,80181.5,24.89,48.66,994.13
4472697,0.5554,80029.3,24.89,48.69,994.16
4474697,0.5548,80120.5,24.89,48.70,994.14
4476697,0.5554,80029.3,24.89,48.69,994.16
4478697,0.5565,79847.3,24.89,48.69,994.15
4480697,0.5567,79817.0,24.89,48.69,994.17
4482697,0.5558,79968.5,24.89,48.70,994.19
4484697,0.5563,79877.5,24.90,48.69,994.15
4486697,0.5563,79877.5,24.89,48.69,994.16
4488697,0.5563,79877.5,24.90,48.70,994.17
4490697,0.5569,79786.8,24.90,48.72,994.19
4492697,0.5565,79847.3,24.90,48.71,994.15
4494697,0.5565,79847.3,24.89,48.69,994.17
4496697,0.5569,79786.8,24.90,48.70,994.19
4498697,0.5569,79786.8,24.90,48.80,994.17
4500697,0.5573,79726.3,24.90,48.77,994.17
4502697,0.5571,79756.5,24.90,48.79,994.19
4504697,0.5569,79786.8,24.89,48.76,994.15
4506697,0.5563,79877.5,24.90,48.74,994.20
4508697,0.5563,79877.5,24.90,48.71,994.16
4510697,0.5569,79786.8,24.90,48.73,994.18
4512697,0.5561,79907.8,24.89,48.78,994.16
4514697,0.5563,79877.5,24.89,48.80,994.12
4516697,0.5569,79786.8,24.89,48.82,994.16
4518697,0.5559,79938.2,24.89,48.82,994.16
4520697,0.5558,79968.5,24.89,48.80,994.15
4522697,0.5556,79998.9,24.89,48.79,994.19
4524697,0.5554,80029.3,24.89,48.79,994.17
4526697,0.5548,80120.5,24.89,48.83,994.14
4528697,0.5546,80151.0,24.89,48.85,994.15
4530697,0.5554,80029.3,24.89,48.85,994.18
4532697,0.5544,80181.5,24.89,48.85,994.14
4534697,0.5546,80151.0,24.90,48.85,994.17
4536697,0.5546,80151.0,24.89,48.85,994.15
4538697,0.5541,80242.5,24.89,48.82,994.18
4540697,0.5541,80242.5,24.89,48.83,994.14
4542697,0.5544,80181.5,24.89,49.01,994.15
4544697,0.5554,80029.3,24.89,48.87,994.17
4546697,0.5543,80212.0,24.89,48.88,994.15
4548697,0.5543,80212.0,24.89,48.93,994.16
4550697,0.5554,80029.3,24.89,48.89,994.15
4552697,0.5563,79877.5,24.89,48.89,994.17
4554697,0.5558,79968.5,24.89,48.89,994.16
4556697,0.5571,79756.5,24.89,48.90,994.17
4558697,0.5563,79877.5,24.89,48.89,994.15
4560697,0.5571,79756.5,24.89,48.88,994.18
4562697,0.5559,79938.2,24.89,48.88,994.13
4564697,0.5567,79817.0,24.89,48.85,994.19
4566697,0.5563,79877.5,24.89,48.81,994.20
4568697,0.5563,79877.5,24.90,48.79,994.18
4570697,0.5563,79877.5,24.89,48.77,994.17
4572697,0.5565,79847.3,24.90,48.76,994.15
4574697,0.5571,79756.5,24.90,48.76,994.16
4576697,0.5569,79786.8,24.90,48.77,994.15
4578697,0.5565,79847.3,24.90,48.76,994.18
4580697,0.5559,79938.2,24.89,48.86,994.16
4582697,0.5563,79877.5,24.90,48.73,994.15
4584697,0.5561,79907.8,24.90,48.73,994.18
4586697,0.5569,79786.8,24.90,48.72,994.18
4588697,0.5559,79938.2,24.89,48.76,994.16
4590697,0.5558,79968.5,24.90,48.74,994.16
4592697,0.5561,79907.8,24.89,48.75,994.15
4594697,0.5559,79938.2,24.89,48.77,994.19
4596697,0.5559,79938.2,24.89,48.78,994.18
4598697,0.5556,79998.9,24.89,48.78,994.15
4600697,0.5548,80120.5,24.89,48.78,994.17
4602697,0.5554,80029.3,24.89,48.77,994.17
4604697,0.5554,80029.3,24.89,48.77,994.16
4606697,0.5554,80029.3,24.89,48.75,994.17
4608697,0.5543,80212.0,24.89,48.75,994.17
4610697,0.5552,80059.7,24.90,48.73,994.17
4612697,0.5537,80303.6,24.89,48.73,994.16
4614697,0.5544,80181.5,24.90,48.73,994.15
4616697,0.5552,80059.7,24.89,48.76,994.18
4618697,0.5550,80090.1,24.89,48.79,994.18
4620697,0.5544,80181.5,24.90,48.82,994.17
4622697,0.5546,80151.0,24.89,48.86,994.19
4624697,0.5541,80242.5,24.89,48.92,994.18
4626697,0.5548,80120.5,24.90,48.89,994.18
4628697,0.5546,80151.0,24.90,48.89,994.17
4630697,0.5546,80151.0,24.89,48.96,994.18
4632697,0.5546,80151.0,24.89,48.90,994.15
4634697,0.5550,80090.1,24.90,48.89,994.18
4636697,0.5543,80212.0,24.89,48.87,994.15
4638697,0.5548,80120.5,24.89,48.86,994.19
4640697,0.5543,80212.0,24.89,48.86,994.16
4642697,0.5554,80029.3,24.89,48.85,994.17
4644697,0.5554,80029.3,24.89,48.86,994.15
4646697,0.5567,79817.0,24.89,48.85,994.19
4648697,0.5554,80029.3,24.89,48.83,994.20
4650697,0.5558,79968.5,24.89,48.81,994.16
4652697,0.5554,80029.3,24.89,48.79,994.17
4654697,0.5563,79877.5,24.89,48.76,994.20
4656697,0.5558,79968.5,24.89,48.74,994.19
4658697,0.5571,79756.5,24.89,48.76,994.19
4660697,0.5559,79938.2,24.89,48.75,994.16
4662697,0.5563,79877.5,24.90,48.77,994.20
4664697,0.5573,79726.3,24.89,48.78,994.18
4666697,0.5573,79726.3,24.89,48.77,994.16
4668697,0.5571,79756.5,24.89,48.78,994.16
4670697,0.5574,79696.2,24.89,48.75,994.16
4672697,0.5571,79756.5,24.89,48.74,994.17
4674697,0.5571,79756.5,24.90,48.66,994.18
4676697,0.5573,79726.3,24.90,48.73,994.19
4678697,0.5559,79938.2,24.89,48.73,994.16
4680697,0.5563,79877.5,24.89,48.72,994.15
4682697,0.5567,79817.0,24.89,48.71,994.18
4684697,0.5558,79968.5,24.89,48.72,994.16
4686697,0.5559,79938.2,24.90,48.78,994.18
4688697,0.5571,79756.5,24.90,48.82,994.18
4690697,0.5558,79968.5,24.89,48.85,994.15
4692697,0.5554,80029.3,24.89,48.87,994.15
4694697,0.5558,79968.5,24.89,48.89,994.16
4696697,0.5558,79968.5,24.89,48.88,994.18
4698697,0.5554,80029.3,24.89,48.87,994.17
4700697,0.5554,80029.3,24.89,48.86,994.16
4702697,0.5554,80029.3,24.89,48.87,994.13
4704697,0.5550,80090.1,24.89,48.87,994.18
4706697,0.5544,80181.5,24.89,48.87,994.18
4708697,0.5550,80090.1,24.89,48.88,994.18
4710697,0.5537,80303.6,24.89,48.89,994.18
4712697,0.5546,80151.0,24.89,49.08,994.17
4714697,0.5550,80090.1,24.89,48.92,994.17
4716697,0.5554,80029.3,24.89,48.90,994.18
4718697,0.5563,79877.5,24.89,48.80,994.17
4720697,0.5556,79998.9,24.89,48.90,994.19
4722697,0.5565,79847.3,24.89,48.89,994.20
4724697,0.5563,79877.5,24.89,48.97,994.23
4726697,0.5558,79968.5,24.89,48.90,994.21
4728697,0.5561,79907.8,24.89,48.88,994.18
4730697,0.5563,79877.5,24.89,48.86,994.19
4732697,0.5567,79817.0,24.89,48.86,994.18
4734697,0.5563,79877.5,24.89,48.88,994.20
4736697,0.5567,79817.0,24.89,48.90,994.18
4738697,0.5573,79726.3,24.89,48.92,994.21
4740697,0.5574,79696.2,24.89,48.93,994.17
4742697,0.5567,79817.0,24.89,48.94,994.16
4744697,0.5573,79726.3,24.89,48.94,994.18
4746697,0.5571,79756.5,24.89,48.93,994.21
4748697,0.5567,79817.0,24.89,48.93,994.19
4750697,0.5567,79817.0,24.89,48.93,994.15
4752697,0.5563,79877.5,24.89,48.93,994.17
4754697,0.5565,79847.3,24.89,48.93,994.17
4756697,0.5559,79938.2,24.89,48.90,994.21
4758697,0.5558,79968.5,24.89,48.90,994.23
4760697,0.5563,79877.5,24.89,48.90,994.19
4762697,0.5563,79877.5,24.89,48.93,994.16
4764697,0.5559,79938.2,24.89,48.87,994.16
4766697,0.5558,79968.5,24.89,48.88,994.19
4768697,0.5543,80212.0,24.89,48.82,994.17
4770697,0.5554,80029.3,24.89,48.92,994.20
4772697,0.5563,79877.5,24.89,48.90,994.21
4774697,0.5559,79938.2,24.89,48.88,994.18
4776697,0.5558,79968.5,24.89,48.88,994.21
4778697,0.5561,79907.8,24.89,48.86,994.22
4780697,0.5571,79756.5,24.89,48.82,994.15
4782697,0.5558,79968.5,24.89,48.80,994.17
4784697,0.5573,79726.3,24.90,48.79,994.19
4786697,0.5563,79877.5,24.89,48.78,994.20
4788697,0.5559,79938.2,24.89,48.78,994.23
4790697,0.5573,79726.3,24.90,48.79,994.21
4792697,0.5571,79756.5,24.89,48.79,994.18
4794697,0.5559,79938.2,24.90,48.79,994.22
4796697,0.5571,79756.5,24.89,48.79,994.23
4798697,0.5563,79877.5,24.89,48.80,994.21
4800697,0.5569,79786.8,24.89,48.82,994.20
4802697,0.5565,79847.3,24.89,48.83,994.22
4804697,0.5558,79968.5,24.89,48.86,994.22
4806697,0.5559,79938.2,24.89,48.86,994.18
4808697,0.5548,80120.5,24.89,48.87,994.18
4810697,0.5550,80090.1,24.89,48.89,994.19
4812697,0.5552,80059.7,24.89,48.87,994.18
4814697,0.5554,80029.3,24.89,48.88,994.17
4816697,0.5546,80151.0,24.89,48.88,994.20
4818697,0.5552,80059.7,24.89,48.94,994.18
4820697,0.5548,80120.5,24.89,48.92,994.19
4822697,0.5554,80029.3,24.89,48.90,994.21
4824697,0.5548,80120.5,24.89,48.90,994.18
4826697,0.5556,79998.9,24.89,48.87,994.16
4828697,0.5561,79907.8,24.89,48.87,994.19
4830697,0.5559,79938.2,24.89,48.92,994.20
4832697,0.5558,79968.5,24.88,48.93,994.19
4834697,0.5558,79968.5,24.89,48.95,994.16
4836697,0.5561,79907.8,24.89,48.96,994.19
4838697,0.5561,79907.8,24.89,48.95,994.20
4840697,0.5565,79847.3,24.89,48.94,994.20
4842697,0.5565,79847.3,24.89,48.93,994.19
4844697,0.5571,79756.5,24.89,49.09,994.17
4846697,0.5565,79847.3,24.89,48.90,994.20
4848697,0.5571,79756.5,24.89,48.90,994.18
4850697,0.5565,79847.3,24.89,48.93,994.21
4852697,0.5567,79817.0,24.89,48.92,994.20
4854697,0.5561,79907.8,24.89,48.92,994.22
4856697,0.5573,79726.3,24.89,48.88,994.20
4858697,0.5563,79877.5,24.89,48.86,994.20
4860697,0.5563,79877.5,24.89,48.85,994.20
4862697,0.5569,79786.8,24.89,48.82,994.19
4864697,0.5563,79877.5,24.89,48.81,994.24
4866697,0.5565,79847.3,24.89,48.80,994.19
4868697,0.5574,79696.2,24.89,48.78,994.22
4870697,0.5574,79696.2,24.89,48.78,994.18
4872697,0.5567,79817.0,24.90,48.79,994.19
4874697,0.5563,79877.5,24.89,48.77,994.19
4876697,0.5565,79847.3,24.90,48.78,994.22
4878697,0.5563,79877.5,24.89,48.77,994.20
4880697,0.5563,79877.5,24.90,48.77,994.20
4882697,0.5569,79786.8,24.89,48.78,994.18
4884697,0.5563,79877.5,24.89,48.81,994.19
4886697,0.5565,79847.3,24.89,48.82,994.19
4888697,0.5563,79877.5,24.90,48.86,994.18
4890697,0.5569,79786.8,24.90,48.79,994.20
4892697,0.5571,79756.5,24.89,48.77,994.18
4894697,0.5571,79756.5,24.90,48.74,994.20
4896697,0.5563,79877.5,24.90,48.78,994.21
4898697,0.5565,79847.3,24.90,48.77,994.21
4900697,0.5554,80029.3,24.90,48.78,994.23
4902697,0.5561,79907.8,24.90,48.77,994.23
4904697,0.5567,79817.0,24.90,48.77,994.17
4906697,0.5567,79817.0,24.90,48.79,994.20
4908697,0.5554,80029.3,24.90,48.80,994.23
4910697,0.5554,80029.3,24.90,48.80,994.21
4912697,0.5550,80090.1,24.90,48.79,994.23
4914697,0.5550,80090.1,24.90,48.82,994.20
4916697,0.5550,80090.1,24.90,48.88,994.23
4918697,0.5543,80212.0,24.89,48.93,994.19
4920697,0.5550,80090.1,24.90,48.97,994.21
4922697,0.5546,80151.0,24.89,48.96,994.19
4924697,0.5550,80090.1,24.89,48.96,994.21
4926697,0.5541,80242.5,24.90,48.96,994.20
4928697,0.5548,80120.5,24.90,48.95,994.20
4930697,0.5546,80151.0,24.89,48.96,994.19
4932697,0.5546,80151.0,24.90,48.80,994.23
4934697,0.5544,80181.5,24.90,48.89,994.22
4936697,0.5546,80151.0,24.90,48.89,994.20
4938697,0.5548,80120.5,24.90,48.76,994.24
4940697,0.5550,80090.1,24.90,48.86,994.24
4942697,0.5546,80151.0,24.90,48.88,994.22
4944697,0.5544,80181.5,24.90,48.89,994.22
4946697,0.5546,80151.0,24.89,48.93,994.18
4948697,0.5546,80151.0,24.89,48.94,994.21
4950697,0.5556,79998.9,24.90,48.96,994.22
4952697,0.5546,80151.0,24.90,48.99,994.24
