time_ms,t_s,voltage_V,Rs_ohm,temp_C,humidity_pct,pressure_hPa
3654697,940.0,0.5539,80273.1,24.88,48.47,994.13
3656697,942.0,0.5554,80029.3,24.88,48.48,994.1
3658697,944.0,0.555,80090.1,24.88,48.49,994.14
3660697,946.0,0.5541,80242.5,24.88,48.51,994.13
3662697,948.0,0.555,80090.1,24.88,48.5,994.12
3664697,950.0,0.5537,80303.6,24.88,48.51,994.12
3666697,952.0,0.5541,80242.5,24.87,48.52,994.16
3668697,954.0,0.555,80090.1,24.87,48.52,994.09
3670697,956.0,0.5548,80120.5,24.87,48.51,994.11
3672697,958.0,0.5543,80212.0,24.87,48.5,994.14
3674697,960.0,0.5556,79998.9,24.88,48.49,994.12
3676697,962.0,0.555,80090.1,24.88,48.44,994.14
3678697,964.0,0.5554,80029.3,24.88,48.46,994.12
3680697,966.0,0.5558,79968.5,24.87,48.5,994.13
3682697,968.0,0.5554,80029.3,24.88,48.47,994.11
3684697,970.0,0.5558,79968.5,24.87,48.49,994.13
3686697,972.0,0.5567,79817.0,24.88,48.48,994.12
3688697,974.0,0.5565,79847.3,24.88,48.47,994.11
3690697,976.0,0.5563,79877.5,24.87,48.49,994.12
3692697,978.0,0.5563,79877.5,24.88,48.49,994.13
3694697,980.0,0.5563,79877.5,24.88,48.51,994.16
3696697,982.0,0.5563,79877.5,24.88,48.48,994.15
3698697,984.0,0.5561,79907.8,24.88,48.48,994.19
3700697,986.0,0.5569,79786.8,24.88,48.47,994.15
3702697,988.0,0.5565,79847.3,24.87,48.45,994.15
3704697,990.0,0.5567,79817.0,24.88,48.46,994.16
3706697,992.0,0.5561,79907.8,24.88,48.44,994.13
3708697,994.0,0.5563,79877.5,24.88,48.47,994.18
3710697,996.0,0.5565,79847.3,24.87,48.49,994.17
3712697,998.0,0.5565,79847.3,24.87,48.49,994.19
3714697,1000.0,0.5571,79756.5,24.88,48.49,994.16
3716697,1002.0,0.5563,79877.5,24.87,48.49,994.15
3718697,1004.0,0.5563,79877.5,24.88,48.48,994.14
3720697,1006.0,0.5569,79786.8,24.87,48.47,994.16
3722697,1008.0,0.5565,79847.3,24.87,48.47,994.16
3724697,1010.0,0.5563,79877.5,24.88,48.33,994.16
3726697,1012.0,0.5559,79938.2,24.88,48.44,994.14
3728697,1014.0,0.5561,79907.8,24.88,48.47,994.13
3730697,1016.0,0.5558,79968.5,24.87,48.48,994.15
3732697,1018.0,0.5558,79968.5,24.88,48.5,994.14
3734697,1020.0,0.5554,80029.3,24.88,48.48,994.14
3736697,1022.0,0.5556,79998.9,24.88,48.47,994.18
3738697,1024.0,0.5543,80212.0,24.87,48.45,994.14
3740697,1026.0,0.5554,80029.3,24.88,48.44,994.15
3742697,1028.0,0.5546,80151.0,24.87,48.44,994.16
3744697,1030.0,0.5548,80120.5,24.88,48.46,994.15
3746697,1032.0,0.5546,80151.0,24.87,48.45,994.14
3748697,1034.0,0.5544,80181.5,24.87,48.47,994.16
3750697,1036.0,0.5537,80303.6,24.88,48.47,994.14
3752697,1038.0,0.5539,80273.1,24.88,48.46,994.15
3754697,1040.0,0.5546,80151.0,24.87,48.45,994.16
3756697,1042.0,0.5541,80242.5,24.88,48.46,994.19
3758697,1044.0,0.5554,80029.3,24.88,48.46,994.17
3760697,1046.0,0.5558,79968.5,24.88,48.47,994.13
3762697,1048.0,0.5548,80120.5,24.88,48.46,994.16
3764697,1050.0,0.555,80090.1,24.87,48.44,994.16
3766697,1052.0,0.5554,80029.3,24.88,48.42,994.18
3768697,1054.0,0.5548,80120.5,24.88,48.48,994.15
3770697,1056.0,0.5554,80029.3,24.88,48.44,994.13
3772697,1058.0,0.5563,79877.5,24.88,48.47,994.16
3774697,1060.0,0.5563,79877.5,24.88,48.5,994.15
3776697,1062.0,0.5569,79786.8,24.88,48.46,994.19
3778697,1064.0,0.5563,79877.5,24.88,48.46,994.16
3780697,1066.0,0.5563,79877.5,24.88,48.46,994.15
3782697,1068.0,0.5565,79847.3,24.88,48.44,994.17
3784697,1070.0,0.5563,79877.5,24.88,48.46,994.19
3786697,1072.0,0.5571,79756.5,24.88,48.47,994.16
3788697,1074.0,0.5567,79817.0,24.88,48.49,994.16
3790697,1076.0,0.5563,79877.5,24.88,48.49,994.15
3792697,1078.0,0.5567,79817.0,24.88,48.48,994.15
3794697,1080.0,0.5567,79817.0,24.88,48.49,994.19
3796697,1082.0,0.5563,79877.5,24.88,48.49,994.16
3798697,1084.0,0.5558,79968.5,24.88,48.5,994.16
3800697,1086.0,0.5569,79786.8,24.88,48.5,994.19
3802697,1088.0,0.5563,79877.5,24.88,48.51,994.22
3804697,1090.0,0.5561,79907.8,24.88,48.49,994.18
3806697,1092.0,0.5558,79968.5,24.88,48.47,994.16
3808697,1094.0,0.5561,79907.8,24.88,48.47,994.17
3810697,1096.0,0.5567,79817.0,24.88,48.44,994.16
3812697,1098.0,0.5563,79877.5,24.88,48.64,994.19
3814697,1100.0,0.5561,79907.8,24.88,48.46,994.15
3816697,1102.0,0.5563,79877.5,24.88,48.44,994.16
3818697,1104.0,0.5571,79756.5,24.88,48.56,994.17
3820697,1106.0,0.5565,79847.3,24.88,48.42,994.16
3822697,1108.0,0.5567,79817.0,24.88,48.41,994.16
3824697,1110.0,0.5571,79756.5,24.88,48.4,994.18
3826697,1112.0,0.5567,79817.0,24.88,48.4,994.17
3828697,1114.0,0.5571,79756.5,24.88,48.38,994.18
3830697,1116.0,0.5559,79938.2,24.88,48.38,994.16
3832697,1118.0,0.5571,79756.5,24.88,48.39,994.15
3834697,1120.0,0.5563,79877.5,24.88,48.38,994.15
3836697,1122.0,0.5567,79817.0,24.89,48.39,994.18
3838697,1124.0,0.5571,79756.5,24.88,48.39,994.15
3840697,1126.0,0.5567,79817.0,24.88,48.39,994.16
3842697,1128.0,0.5559,79938.2,24.88,48.36,994.16
3844697,1130.0,0.5558,79968.5,24.89,48.41,994.16
3846697,1132.0,0.5554,80029.3,24.89,48.44,994.19
3848697,1134.0,0.5554,80029.3,24.88,48.47,994.16
3850697,1136.0,0.5544,80181.5,24.88,48.48,994.14
3852697,1138.0,0.5543,80212.0,24.88,48.48,994.19
3854697,1140.0,0.5548,80120.5,24.89,48.49,994.14
3856697,1142.0,0.5554,80029.3,24.88,48.47,994.16
3858697,1144.0,0.5541,80242.5,24.89,48.5,994.18
3860697,1146.0,0.555,80090.1,24.88,48.51,994.16
3862697,1148.0,0.5541,80242.5,24.88,48.63,994.16
3864697,1150.0,0.5544,80181.5,24.88,48.54,994.17
3866697,1152.0,0.5543,80212.0,24.88,48.56,994.15
3868697,1154.0,0.5543,80212.0,24.88,48.58,994.13
3870697,1156.0,0.5543,80212.0,24.88,48.56,994.18
3872697,1158.0,0.5548,80120.5,24.88,48.56,994.17
3874697,1160.0,0.5543,80212.0,24.88,48.57,994.15
3876697,1162.0,0.5554,80029.3,24.88,48.55,994.15
3878697,1164.0,0.5554,80029.3,24.88,48.53,994.15
3880697,1166.0,0.5552,80059.7,24.88,48.5,994.15
3882697,1168.0,0.5548,80120.5,24.88,48.5,994.13
3884697,1170.0,0.5558,79968.5,24.88,48.49,994.16
3886697,1172.0,0.5565,79847.3,24.88,48.5,994.17
3888697,1174.0,0.5561,79907.8,24.88,48.51,994.14
3890697,1176.0,0.5561,79907.8,24.88,48.54,994.14
3892697,1178.0,0.5565,79847.3,24.88,48.55,994.15
3894697,1180.0,0.5569,79786.8,24.88,48.55,994.14
3896697,1182.0,0.5569,79786.8,24.88,48.55,994.14
3898697,1184.0,0.5573,79726.3,24.88,48.55,994.14
3900697,1186.0,0.5571,79756.5,24.88,48.55,994.13
3902697,1188.0,0.5571,79756.5,24.88,48.55,994.16
3904697,1190.0,0.5576,79666.0,24.88,48.56,994.15
3906697,1192.0,0.5565,79847.3,24.88,48.66,994.15
3908697,1194.0,0.5571,79756.5,24.88,48.58,994.15
3910697,1196.0,0.5558,79968.5,24.87,48.58,994.13
3912697,1198.0,0.5571,79756.5,24.88,48.5,994.14
3914697,1200.0,0.5559,79938.2,24.88,48.56,994.14
3916697,1202.0,0.5567,79817.0,24.88,48.55,994.12
3918697,1204.0,0.5558,79968.5,24.88,48.54,994.14
3920697,1206.0,0.5559,79938.2,24.88,48.54,994.15
3922697,1208.0,0.5563,79877.5,24.88,48.54,994.15
3924697,1210.0,0.5558,79968.5,24.88,48.53,994.15
3926697,1212.0,0.5563,79877.5,24.88,48.54,994.14
3928697,1214.0,0.5558,79968.5,24.88,48.54,994.2
3930697,1216.0,0.5558,79968.5,24.88,48.51,994.14
3932697,1218.0,0.5558,79968.5,24.88,48.49,994.16
3934697,1220.0,0.5571,79756.5,24.88,48.5,994.14
3936697,1222.0,0.5558,79968.5,24.89,48.49,994.16
3938697,1224.0,0.5571,79756.5,24.88,48.5,994.14
3940697,1226.0,0.5558,79968.5,24.88,48.53,994.11
3942697,1228.0,0.5571,79756.5,24.88,48.5,994.11
3944697,1230.0,0.5563,79877.5,24.89,48.49,994.16
3946697,1232.0,0.5563,79877.5,24.89,48.47,994.14
3948697,1234.0,0.5573,79726.3,24.89,48.47,994.15
3950697,1236.0,0.5567,79817.0,24.89,48.38,994.11
3952697,1238.0,0.5563,79877.5,24.88,48.5,994.13
3954697,1240.0,0.5567,79817.0,24.88,48.51,994.18
3956697,1242.0,0.5563,79877.5,24.88,48.51,994.11
3958697,1244.0,0.5563,79877.5,24.89,48.49,994.14
3960697,1246.0,0.5563,79877.5,24.89,48.5,994.12
3962697,1248.0,0.5563,79877.5,24.89,48.49,994.11
3964697,1250.0,0.5561,79907.8,24.89,48.51,994.14
3966697,1252.0,0.5558,79968.5,24.89,48.53,994.13
3968697,1254.0,0.5558,79968.5,24.89,48.53,994.14
3970697,1256.0,0.5554,80029.3,24.88,48.53,994.12
3972697,1258.0,0.5559,79938.2,24.89,48.53,994.12
3974697,1260.0,0.5559,79938.2,24.88,48.55,994.14
3976697,1262.0,0.5544,80181.5,24.89,48.55,994.14
3978697,1264.0,0.5554,80029.3,24.89,48.55,994.12
3980697,1266.0,0.5544,80181.5,24.88,48.53,994.1
3982697,1268.0,0.5544,80181.5,24.88,48.54,994.11
3984697,1270.0,0.5548,80120.5,24.88,48.53,994.13
3986697,1272.0,0.5554,80029.3,24.88,48.53,994.12
3988697,1274.0,0.5554,80029.3,24.88,48.54,994.15
3990697,1276.0,0.5567,79817.0,24.88,48.56,994.11
3992697,1278.0,0.5554,80029.3,24.88,48.56,994.12
3994697,1280.0,0.5558,79968.5,24.88,48.46,994.1
3996697,1282.0,0.5559,79938.2,24.88,48.57,994.08
3998697,1284.0,0.5563,79877.5,24.89,48.58,994.12
4000697,1286.0,0.5565,79847.3,24.89,48.58,994.15
4002697,1288.0,0.5573,79726.3,24.89,48.57,994.14
4004697,1290.0,0.5567,79817.0,24.88,48.59,994.14
4006697,1292.0,0.5576,79666.0,24.88,48.63,994.15
4008697,1294.0,0.5563,79877.5,24.88,48.63,994.14
4010697,1296.0,0.5569,79786.8,24.88,48.62,994.13
4012697,1298.0,0.5569,79786.8,24.88,48.62,994.11
4014697,1300.0,0.5563,79877.5,24.88,48.61,994.11
4016697,1302.0,0.5563,79877.5,24.88,48.56,994.11
4018697,1304.0,0.5563,79877.5,24.88,48.57,994.11
4020697,1306.0,0.5563,79877.5,24.88,48.55,994.11
4022697,1308.0,0.5554,80029.3,24.88,48.57,994.1
4024697,1310.0,0.5546,80151.0,24.89,48.55,994.13
4026697,1312.0,0.5544,80181.5,24.88,48.57,994.13
4028697,1314.0,0.5544,80181.5,24.89,48.57,994.13
4030697,1316.0,0.5548,80120.5,24.88,48.57,994.11
4032697,1318.0,0.5543,80212.0,24.89,48.73,994.13
4034697,1320.0,0.5541,80242.5,24.89,48.61,994.12
4036697,1322.0,0.5541,80242.5,24.89,48.61,994.15
4038697,1324.0,0.555,80090.1,24.88,48.46,994.1
4040697,1326.0,0.5554,80029.3,24.88,48.61,994.13
4042697,1328.0,0.5544,80181.5,24.88,48.61,994.13
4044697,1330.0,0.5537,80303.6,24.88,48.62,994.14
4046697,1332.0,0.5543,80212.0,24.88,48.63,994.13
4048697,1334.0,0.5554,80029.3,24.89,48.65,994.13
4050697,1336.0,0.5554,80029.3,24.88,48.65,994.09
4052697,1338.0,0.5556,79998.9,24.88,48.64,994.11
4054697,1340.0,0.5554,80029.3,24.89,48.62,994.11
4056697,1342.0,0.5554,80029.3,24.88,48.59,994.13
4058697,1344.0,0.5559,79938.2,24.88,48.57,994.09
4060697,1346.0,0.5543,80212.0,24.88,48.56,994.12
4062697,1348.0,0.5544,80181.5,24.89,48.55,994.12
4064697,1350.0,0.555,80090.1,24.88,48.56,994.14
4066697,1352.0,0.5548,80120.5,24.89,48.59,994.11
4068697,1354.0,0.5537,80303.6,24.88,48.6,994.12
4070697,1356.0,0.5546,80151.0,24.88,48.59,994.08
4072697,1358.0,0.5554,80029.3,24.88,48.59,994.1
4074697,1360.0,0.5543,80212.0,24.88,48.57,994.12
4076697,1362.0,0.5558,79968.5,24.88,48.55,994.1
4078697,1364.0,0.5554,80029.3,24.88,48.57,994.14
4080697,1366.0,0.5554,80029.3,24.88,48.58,994.12
4082697,1368.0,0.5559,79938.2,24.89,48.77,994.14
4084697,1370.0,0.5571,79756.5,24.88,48.57,994.16
4086697,1372.0,0.5569,79786.8,24.89,48.61,994.13
4088697,1374.0,0.5567,79817.0,24.88,48.64,994.13
4090697,1376.0,0.5563,79877.5,24.89,48.59,994.14
4092697,1378.0,0.5558,79968.5,24.89,48.58,994.12
4094697,1380.0,0.5565,79847.3,24.88,48.64,994.15
4096697,1382.0,0.5573,79726.3,24.89,48.61,994.14
4098697,1384.0,0.5567,79817.0,24.88,48.63,994.12
4100697,1386.0,0.5574,79696.2,24.88,48.65,994.12
4102697,1388.0,0.5565,79847.3,24.88,48.65,994.12
4104697,1390.0,0.5567,79817.0,24.88,48.65,994.14
4106697,1392.0,0.5563,79877.5,24.88,48.65,994.17
4108697,1394.0,0.5563,79877.5,24.88,48.66,994.13
4110697,1396.0,0.5565,79847.3,24.88,48.65,994.12
4112697,1398.0,0.5563,79877.5,24.88,48.64,994.14
4114697,1400.0,0.5565,79847.3,24.89,48.64,994.14
4116697,1402.0,0.5571,79756.5,24.89,48.63,994.15
4118697,1404.0,0.5565,79847.3,24.89,48.62,994.13
4120697,1406.0,0.5567,79817.0,24.88,48.62,994.12
4122697,1408.0,0.5567,79817.0,24.88,48.62,994.14
4124697,1410.0,0.5571,79756.5,24.88,48.63,994.15
4126697,1412.0,0.5571,79756.5,24.88,48.56,994.11
4128697,1414.0,0.5571,79756.5,24.88,48.63,994.11
4130697,1416.0,0.5571,79756.5,24.88,48.6,994.12
4132697,1418.0,0.5569,79786.8,24.88,48.58,994.13
4134697,1420.0,0.5559,79938.2,24.88,48.58,994.1
4136697,1422.0,0.5559,79938.2,24.88,48.58,994.13
4138697,1424.0,0.5563,79877.5,24.88,48.58,994.11
4140697,1426.0,0.5558,79968.5,24.88,48.58,994.13
4142697,1428.0,0.5558,79968.5,24.88,48.59,994.14
4144697,1430.0,0.5563,79877.5,24.88,48.6,994.14
4146697,1432.0,0.5563,79877.5,24.88,48.6,994.1
4148697,1434.0,0.5558,79968.5,24.88,48.59,994.11
4150697,1436.0,0.5554,80029.3,24.88,48.58,994.13
4152697,1438.0,0.5558,79968.5,24.88,48.58,994.14
4154697,1440.0,0.555,80090.1,24.88,48.57,994.16
4156697,1442.0,0.5548,80120.5,24.88,48.56,994.16
4158697,1444.0,0.5544,80181.5,24.88,48.56,994.11
4160697,1446.0,0.5546,80151.0,24.88,48.58,994.13
4162697,1448.0,0.555,80090.1,24.88,48.59,994.13
4164697,1450.0,0.5543,80212.0,24.88,48.74,994.12
4166697,1452.0,0.555,80090.1,24.88,48.63,994.12
4168697,1454.0,0.5541,80242.5,24.88,48.63,994.14
4170697,1456.0,0.555,80090.1,24.88,48.74,994.12
4172697,1458.0,0.5548,80120.5,24.88,48.62,994.13
4174697,1460.0,0.5552,80059.7,24.88,48.63,994.13
4176697,1462.0,0.5548,80120.5,24.88,48.65,994.14
4178697,1464.0,0.5548,80120.5,24.88,48.65,994.14
4180697,1466.0,0.5541,80242.5,24.89,48.65,994.13
4182697,1468.0,0.5541,80242.5,24.88,48.65,994.13
4184697,1470.0,0.5548,80120.5,24.88,48.65,994.14
4186697,1472.0,0.5546,80151.0,24.88,48.63,994.14
4188697,1474.0,0.5541,80242.5,24.88,48.64,994.12
4190697,1476.0,0.555,80090.1,24.88,48.62,994.17
4192697,1478.0,0.555,80090.1,24.88,48.62,994.13
4194697,1480.0,0.5548,80120.5,24.88,48.6,994.15
4196697,1482.0,0.5554,80029.3,24.88,48.59,994.11
4198697,1484.0,0.5558,79968.5,24.88,48.59,994.16
4200697,1486.0,0.5565,79847.3,24.88,48.58,994.1
4202697,1488.0,0.5565,79847.3,24.88,48.69,994.12
4204697,1490.0,0.5565,79847.3,24.88,48.58,994.13
4206697,1492.0,0.5565,79847.3,24.88,48.63,994.13
4208697,1494.0,0.5567,79817.0,24.88,48.64,994.1
4210697,1496.0,0.5563,79877.5,24.88,48.65,994.12
4212697,1498.0,0.5563,79877.5,24.88,48.66,994.13
4214697,1500.0,0.5558,79968.5,24.88,48.65,994.13
4216697,1502.0,0.5554,80029.3,24.88,48.66,994.09
4218697,1504.0,0.5558,79968.5,24.88,48.66,994.13
4220697,1506.0,0.5563,79877.5,24.88,48.66,994.13
4222697,1508.0,0.5563,79877.5,24.88,48.65,994.11
4224697,1510.0,0.5567,79817.0,24.88,48.64,994.13
4226697,1512.0,0.5563,79877.5,24.88,48.64,994.11
4228697,1514.0,0.5565,79847.3,24.88,48.62,994.11
4230697,1516.0,0.5567,79817.0,24.88,48.63,994.12
4232697,1518.0,0.5569,79786.8,24.87,48.66,994.12
4234697,1520.0,0.5571,79756.5,24.88,48.69,994.12
4236697,1522.0,0.5573,79726.3,24.88,48.7,994.13
4238697,1524.0,0.5567,79817.0,24.88,48.7,994.14
4240697,1526.0,0.5563,79877.5,24.88,48.68,994.14
4242697,1528.0,0.5563,79877.5,24.88,48.71,994.1
4244697,1530.0,0.5558,79968.5,24.88,48.71,994.14
4246697,1532.0,0.5558,79968.5,24.88,48.58,994.17
4248697,1534.0,0.5558,79968.5,24.88,48.71,994.17
4250697,1536.0,0.5567,79817.0,24.88,48.72,994.14
4252697,1538.0,0.5559,79938.2,24.88,48.7,994.14
4254697,1540.0,0.5559,79938.2,24.88,48.68,994.13
4256697,1542.0,0.5563,79877.5,24.88,48.65,994.13
4258697,1544.0,0.5543,80212.0,24.88,48.62,994.12
4260697,1546.0,0.555,80090.1,24.88,48.63,994.13
4262697,1548.0,0.5543,80212.0,24.88,48.68,994.13
4264697,1550.0,0.5548,80120.5,24.88,48.71,994.15
4266697,1552.0,0.5558,79968.5,24.88,48.72,994.13
4268697,1554.0,0.555,80090.1,24.88,48.75,994.16
4270697,1556.0,0.555,80090.1,24.88,48.74,994.15
4272697,1558.0,0.5541,80242.5,24.88,48.71,994.12
4274697,1560.0,0.555,80090.1,24.88,48.68,994.14
4276697,1562.0,0.5546,80151.0,24.88,48.68,994.11
4278697,1564.0,0.5541,80242.5,24.88,48.58,994.15
4280697,1566.0,0.5546,80151.0,24.88,48.67,994.13
4282697,1568.0,0.5544,80181.5,24.88,48.64,994.13
4284697,1570.0,0.5546,80151.0,24.88,48.56,994.15
4286697,1572.0,0.5548,80120.5,24.88,48.61,994.13
4288697,1574.0,0.5554,80029.3,24.88,48.61,994.11
4290697,1576.0,0.5548,80120.5,24.88,48.61,994.14
4292697,1578.0,0.555,80090.1,24.88,48.61,994.14
4294697,1580.0,0.5543,80212.0,24.88,48.59,994.17
4296697,1582.0,0.5554,80029.3,24.89,48.58,994.16
4298697,1584.0,0.5548,80120.5,24.88,48.61,994.16
4300697,1586.0,0.555,80090.1,24.89,48.61,994.14
4302697,1588.0,0.5544,80181.5,24.88,48.63,994.18
4304697,1590.0,0.5554,80029.3,24.88,48.63,994.13
4306697,1592.0,0.5548,80120.5,24.88,48.64,994.16
4308697,1594.0,0.555,80090.1,24.88,48.64,994.13
4310697,1596.0,0.5552,80059.7,24.89,48.61,994.14
4312697,1598.0,0.5552,80059.7,24.89,48.59,994.16
4314697,1600.0,0.5548,80120.5,24.88,48.59,994.16
4316697,1602.0,0.5548,80120.5,24.89,48.61,994.13
4318697,1604.0,0.5548,80120.5,24.88,48.62,994.15
4320697,1606.0,0.5548,80120.5,24.88,48.64,994.14
4322697,1608.0,0.5563,79877.5,24.89,48.55,994.13
4324697,1610.0,0.5554,80029.3,24.88,48.69,994.18
4326697,1612.0,0.5546,80151.0,24.89,48.71,994.13
4328697,1614.0,0.555,80090.1,24.88,48.75,994.15
4330697,1616.0,0.5546,80151.0,24.89,48.7,994.18
4332697,1618.0,0.5552,80059.7,24.89,48.7,994.18
4334697,1620.0,0.5552,80059.7,24.88,48.72,994.15
4336697,1622.0,0.5544,80181.5,24.88,48.69,994.15
4338697,1624.0,0.5556,79998.9,24.88,48.67,994.15
4340697,1626.0,0.5548,80120.5,24.88,48.69,994.1
4342697,1628.0,0.5546,80151.0,24.89,48.69,994.17
4344697,1630.0,0.555,80090.1,24.88,48.69,994.14
4346697,1632.0,0.5552,80059.7,24.88,48.68,994.1
4348697,1634.0,0.5561,79907.8,24.88,48.72,994.15
4350697,1636.0,0.5552,80059.7,24.89,48.74,994.12
4352697,1638.0,0.5558,79968.5,24.88,48.73,994.13
4354697,1640.0,0.5559,79938.2,24.88,48.7,994.13
4356697,1642.0,0.5558,79968.5,24.88,48.65,994.15
4358697,1644.0,0.5554,80029.3,24.89,48.63,994.15
4360697,1646.0,0.5563,79877.5,24.89,48.62,994.14
4362697,1648.0,0.5559,79938.2,24.89,48.63,994.15
4364697,1650.0,0.5546,80151.0,24.88,48.63,994.15
4366697,1652.0,0.5554,80029.3,24.89,48.64,994.15
4368697,1654.0,0.5563,79877.5,24.89,48.67,994.18
4370697,1656.0,0.5561,79907.8,24.89,48.64,994.14
4372697,1658.0,0.5563,79877.5,24.89,48.54,994.15
4374697,1660.0,0.5561,79907.8,24.89,48.65,994.13
4376697,1662.0,0.5563,79877.5,24.89,48.65,994.14
4378697,1664.0,0.5574,79696.2,24.89,48.7,994.14
4380697,1666.0,0.5565,79847.3,24.89,48.71,994.18
4382697,1668.0,0.5565,79847.3,24.89,48.72,994.14
4384697,1670.0,0.5571,79756.5,24.89,48.71,994.18
4386697,1672.0,0.5563,79877.5,24.89,48.69,994.15
4388697,1674.0,0.5573,79726.3,24.89,48.72,994.14
4390697,1676.0,0.5569,79786.8,24.89,48.71,994.15
4392697,1678.0,0.5565,79847.3,24.89,48.71,994.16
4394697,1680.0,0.5571,79756.5,24.89,48.71,994.13
4396697,1682.0,0.5563,79877.5,24.89,48.7,994.11
4398697,1684.0,0.5574,79696.2,24.89,48.69,994.16
4400697,1686.0,0.5565,79847.3,24.89,48.7,994.16
4402697,1688.0,0.5574,79696.2,24.89,48.7,994.14
4404697,1690.0,0.5567,79817.0,24.89,48.72,994.17
4406697,1692.0,0.5567,79817.0,24.89,48.72,994.14
4408697,1694.0,0.5567,79817.0,24.89,48.73,994.12
4410697,1696.0,0.5565,79847.3,24.89,48.8,994.16
4412697,1698.0,0.5563,79877.5,24.89,48.74,994.17
4414697,1700.0,0.5563,79877.5,24.89,48.74,994.17
4416697,1702.0,0.5563,79877.5,24.89,48.86,994.14
4418697,1704.0,0.5554,80029.3,24.89,48.72,994.18
4420697,1706.0,0.5561,79907.8,24.89,48.71,994.15
4422697,1708.0,0.5558,79968.5,24.89,48.67,994.16
4424697,1710.0,0.5546,80151.0,24.89,48.64,994.18
4426697,1712.0,0.5554,80029.3,24.89,48.64,994.14
4428697,1714.0,0.555,80090.1,24.89,48.67,994.16
4430697,1716.0,0.5546,80151.0,24.89,48.65,994.15
4432697,1718.0,0.5546,80151.0,24.9,48.67,994.18
4434697,1720.0,0.5552,80059.7,24.89,48.7,994.16
4436697,1722.0,0.5543,80212.0,24.89,48.71,994.14
4438697,1724.0,0.5544,80181.5,24.89,48.72,994.12
4440697,1726.0,0.5554,80029.3,24.89,48.73,994.15
4442697,1728.0,0.5544,80181.5,24.89,48.73,994.13
4444697,1730.0,0.5544,80181.5,24.9,48.73,994.16
4446697,1732.0,0.5543,80212.0,24.89,48.75,994.16
4448697,1734.0,0.5548,80120.5,24.89,48.77,994.14
4450697,1736.0,0.5541,80242.5,24.89,48.78,994.14
4452697,1738.0,0.555,80090.1,24.89,48.73,994.13
4454697,1740.0,0.5543,80212.0,24.89,48.62,994.14
4456697,1742.0,0.5541,80242.5,24.89,48.71,994.15
4458697,1744.0,0.5544,80181.5,24.89,48.69,994.17
4460697,1746.0,0.5558,79968.5,24.89,48.63,994.15
4462697,1748.0,0.5546,80151.0,24.89,48.71,994.15
4464697,1750.0,0.5558,79968.5,24.89,48.72,994.13
4466697,1752.0,0.5541,80242.5,24.89,48.69,994.13
4468697,1754.0,0.5541,80242.5,24.89,48.67,994.15
4470697,1756.0,0.5544,80181.5,24.89,48.66,994.13
4472697,1758.0,0.5554,80029.3,24.89,48.69,994.16
4474697,1760.0,0.5548,80120.5,24.89,48.7,994.14
4476697,1762.0,0.5554,80029.3,24.89,48.69,994.16
4478697,1764.0,0.5565,79847.3,24.89,48.69,994.15
4480697,1766.0,0.5567,79817.0,24.89,48.69,994.17
4482697,1768.0,0.5558,79968.5,24.89,48.7,994.19
4484697,1770.0,0.5563,79877.5,24.9,48.69,994.15
4486697,1772.0,0.5563,79877.5,24.89,48.69,994.16
4488697,1774.0,0.5563,79877.5,24.9,48.7,994.17
4490697,1776.0,0.5569,79786.8,24.9,48.72,994.19
4492697,1778.0,0.5565,79847.3,24.9,48.71,994.15
4494697,1780.0,0.5565,79847.3,24.89,48.69,994.17
4496697,1782.0,0.5569,79786.8,24.9,48.7,994.19
4498697,1784.0,0.5569,79786.8,24.9,48.8,994.17
4500697,1786.0,0.5573,79726.3,24.9,48.77,994.17
4502697,1788.0,0.5571,79756.5,24.9,48.79,994.19
4504697,1790.0,0.5569,79786.8,24.89,48.76,994.15
4506697,1792.0,0.5563,79877.5,24.9,48.74,994.2
4508697,1794.0,0.5563,79877.5,24.9,48.71,994.16
4510697,1796.0,0.5569,79786.8,24.9,48.73,994.18
4512697,1798.0,0.5561,79907.8,24.89,48.78,994.16
4514697,1800.0,0.5563,79877.5,24.89,48.8,994.12
4516697,1802.0,0.5569,79786.8,24.89,48.82,994.16
4518697,1804.0,0.5559,79938.2,24.89,48.82,994.16
4520697,1806.0,0.5558,79968.5,24.89,48.8,994.15
4522697,1808.0,0.5556,79998.9,24.89,48.79,994.19
4524697,1810.0,0.5554,80029.3,24.89,48.79,994.17
4526697,1812.0,0.5548,80120.5,24.89,48.83,994.14
4528697,1814.0,0.5546,80151.0,24.89,48.85,994.15
4530697,1816.0,0.5554,80029.3,24.89,48.85,994.18
4532697,1818.0,0.5544,80181.5,24.89,48.85,994.14
4534697,1820.0,0.5546,80151.0,24.9,48.85,994.17
4536697,1822.0,0.5546,80151.0,24.89,48.85,994.15
4538697,1824.0,0.5541,80242.5,24.89,48.82,994.18
4540697,1826.0,0.5541,80242.5,24.89,48.83,994.14
4542697,1828.0,0.5544,80181.5,24.89,49.01,994.15
4544697,1830.0,0.5554,80029.3,24.89,48.87,994.17
4546697,1832.0,0.5543,80212.0,24.89,48.88,994.15
4548697,1834.0,0.5543,80212.0,24.89,48.93,994.16
4550697,1836.0,0.5554,80029.3,24.89,48.89,994.15
4552697,1838.0,0.5563,79877.5,24.89,48.89,994.17
4554697,1840.0,0.5558,79968.5,24.89,48.89,994.16
4556697,1842.0,0.5571,79756.5,24.89,48.9,994.17
